generated_at,site_url,keyword_count,created_pages,skipped_pages,linked_pages,sitemap_files,verify_pass,verify_check,verify_error,verify_score
2026-07-31T22:05:51,https://clever-griffin-93819d.netlify.app,3000,3000,0,3000,3,2897,103,0,99.86
